date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_cbu0.uk,w_cmod.uk,w_cndx.uk,w_cspx.uk,w_dbc.us,w_dtla.uk,w_eimi.uk,w_iau.us,w_ibta.uk,w_igln.uk,w_ihya.uk,w_iues.uk,w_ivv.us,w_lqda.uk,w_vt.us,w_xlk.us,w_xres.uk
2010-04-01,0.01341833940719215,0.01341833940719215,0.0,0,False,0.0,1.0939118658149352,-0.03635288371707135,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2010-05-01,0.00454666098601496,0.00294666098601496,0.4,3,True,0.0016,1.1011059060956556,-0.03001552109437511,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2010-06-01,-0.014528907116818325,-0.014528907116818325,0.0,0,False,0.0,1.1043424817421947,-0.027164361978283535,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2010-07-01,0.005365406014663376,0.005365406014663376,0.0,0,False,0.0,1.0882975923998057,-0.04129860060303181,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2010-08-01,-0.02456991348209458,-0.02616991348209458,0.4,3,True,0.0016,1.0912803846198111,-0.03867100398295298,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2010-09-01,0.03215160658460947,0.03055160658460947,0.4,3,True,0.0016,1.0610641483184067,-0.0652890432297254,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2010-10-01,0.015120305083647968,0.015120305083647968,0.0,0,False,0.0,1.0951790653761737,-0.03523658427732368,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2010-11-01,0.011266451315955163,0.011266451315955163,0.0,0,False,0.0,1.1117385069658858,-0.020649067098054585,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2010-12-01,0.011491651446520958,0.011491651446520958,0.0,0,False,0.0,1.1242638547306896,-0.009615257491279672,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2011-01-01,-0.017364357127291986,-0.017364357127291986,0.0,0,False,0.0,1.126681972531514,-0.010046563372504091,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2011-02-01,-0.0054646290238598684,-0.007064629023859868,0.4,3,True,0.0016,1.1053464758085683,-0.028792890036077434,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2011-03-01,-0.0021307527006284577,-0.0037307527006284575,0.4,3,True,0.0016,1.0975472775076431,-0.035645616314809225,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2011-04-01,0.013625365322792505,0.012025365322792504,0.4,2,True,0.0016,1.093456341800935,-0.03924009635497383,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2011-05-01,-0.00647803823103541,-0.00807803823103541,0.4,3,True,0.0016,1.1133294364763193,-0.02177870187990605,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-01,-0.012105503727259182,-0.012505503727259181,0.1,2,True,0.0004,1.1039057192464798,-0.030058803527866385,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2011-07-01,0.03427841114466387,0.03427841114466387,0.0,0,False,0.0,1.090542384447599,-0.04180043029698188,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2011-08-01,0.04482355366747427,0.04482355366747427,0.0,0,False,0.0,1.127924444672376,-0.008954871488061733,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2011-09-01,-0.04232548006678947,-0.04232548006678947,0.0,0,False,0.0,1.1784820265510045,-0.010435755504274113,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2011-10-01,0.02599586060454824,0.02599586060454824,0.0,0,False,0.0,1.1232566341657717,-0.056808184155232255,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2011-11-01,0.007340312810416806,0.007340312810416806,0.0,0,False,0.0,1.1524566570506791,-0.03228910118718098,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2011-12-01,0.005240885127324901,0.0036408851273249014,0.4,3,True,0.0016,1.159058583734816,-0.026745503199077647,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2012-01-01,0.026937516038425646,0.026937516038425646,0.0,0,False,0.0,1.1510937655722162,-0.03343351293537011,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2012-02-01,-0.0001569063067607514,-0.0017569063067607515,0.4,3,True,0.0016,1.1802100101482986,-0.008984778107561708,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2012-03-01,0.023467672948949296,0.021867672948949295,0.4,3,True,0.0016,1.1781367880299973,-0.017399521734226653,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2012-04-01,-0.008284881011495361,-0.00868488101149536,0.1,2,True,0.0004,1.199583053701492,-0.00426882794938277,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
2012-05-01,-0.045094258752435404,-0.0454942587524354,0.1,2,True,0.0004,1.1886931254606428,-0.013308169558409966,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2012-06-01,0.03338775051834073,0.03338775051834073,0.0,0,False,0.0,1.1350898900838793,-0.05780230626925731,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2012-07-01,0.004532394987138866,0.004532394987138866,0.0,0,False,0.0,1.1699669956928,-0.02885206298385512,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2012-08-01,0.0204380634851878,0.0204380634851878,0.0,0,False,0.0,1.1752697482391963,-0.024450436942352716,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2012-09-01,0.008426833240979216,0.008426833240979216,0.0,0,False,0.0,1.1998030457819433,-0.004612870784486578,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2012-10-01,-0.01949762884665539,-0.01949762884665539,0.0,0,False,0.0,1.2099135859707668,-0.011041225195803306,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2012-11-01,-0.0043553287663840486,-0.0043553287663840486,0.0,0,False,0.0,1.1863231399349827,-0.030323576331578672,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2012-12-01,0.016143170066955224,0.016143170066955224,0.0,0,False,0.0,1.1823043996337173,-0.03360841297667427,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2013-01-01,0.0025881758496261844,0.0025881758496261844,0.0,0,False,0.0,1.1767905637241172,-0.0381153103855949,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2013-02-01,0.002014373627259491,0.0008143736272594911,0.30000000000000004,2,True,0.0012000000000000001,1.178420501075647,-0.03678303272141503,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0
2013-03-01,0.014124872184089754,0.014124872184089754,0.0,0,False,0.0,1.180794280254836,-0.03484275386520008,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0
2013-04-01,0.007346448647495452,0.007346448647495452,0.0,0,False,0.0,1.1974728485391395,-0.021210031125998174,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0
2013-05-01,0.019395396198744065,0.019395396198744065,0.0,0,False,0.0,1.2062700213277024,-0.014019400882981592,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0
2013-06-01,-0.008044646228524788,-0.008044646228524788,0.0,0,False,0.0,1.2264158420222444,-0.010548769525956847,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0
2013-07-01,0.02734328913575801,0.02734328913575801,0.0,0,False,0.0,1.2165497604441171,-0.018508554635499053,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0
2013-08-01,-0.016757474527025154,-0.016757474527025154,0.0,0,False,0.0,1.2498142322919776,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0
2013-09-01,0.01756061743617494,0.01756061743617494,0.0,0,False,0.0,1.2287380078235,-0.017866267516788104,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0
2013-10-01,0.020464441747337858,0.020464441747337858,0.0,0,False,0.0,1.2503154059081762,-0.007735082028339724,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0
2013-11-01,0.012561958366466144,0.012561958366466144,0.0,0,False,0.0,1.2759024126981826,-0.002807241279967343,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0
2013-12-01,0.010385488293908353,0.010385488293908353,0.0,0,False,0.0,1.2934395173842492,-4.978487303852752e-06,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0
2014-01-01,-0.02301284140090766,-0.02301284140090766,0.0,0,False,0.0,1.2869805344880791,-0.017932635144166653,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0
2014-02-01,0.030484507541870688,0.030484507541870688,0.0,0,False,0.0,1.271324666203932,-0.029879293930624717,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0
2014-03-01,0.011611144647631423,0.011611144647631423,0.0,0,False,0.0,1.3151134373009887,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0
2014-04-01,-0.0007212714184047786,-0.0007212714184047786,0.0,0,False,0.0,1.3303834096495348,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0
2014-05-01,0.013394996750341948,0.013394996750341948,0.0,0,False,0.0,1.3294238421206348,-0.0020265046587997215,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0
2014-06-01,0.01354152039826093,0.01354152039826093,0.0,0,False,0.0,1.3467795976644894,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0
2014-07-01,-0.009043288838604656,-0.009043288838604656,0.0,0,False,0.0,1.365017041058225,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0
2014-08-01,0.020679832852693016,0.020679832852693016,0.0,0,False,0.0,1.3526727976863178,-0.015011660507055269,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0
2014-09-01,-0.010999625189501493,-0.012199625189501493,0.30000000000000004,2,True,0.0012000000000000001,1.3808326522514562,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2014-10-01,0.01838422200965544,0.01838422200965544,0.0,0,False,0.0,1.3640052378145127,-0.014669960900590362,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2014-11-01,0.014816505523614798,0.014816505523614798,0.0,0,False,0.0,1.3866598258257388,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2014-12-01,-0.004689482529495726,-0.004689482529495726,0.0,0,False,0.0,1.407205278794461,-0.0052567582939202495,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2015-01-01,-0.010974489127285802,-0.010974489127285802,0.0,0,False,0.0,1.3799332735847292,-0.02602996025630233,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2015-02-01,0.035964188409883205,0.035964188409883205,0.0,0,False,0.0,1.3576692401058394,-0.041744127011596355,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2015-03-01,-0.01980728134696256,-0.01980728134696256,0.0,0,False,0.0,1.4010429328710448,-0.011130561794332916,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2015-04-01,0.019046986332155225,0.019046986332155225,0.0,0,False,0.0,1.3732920813204939,-0.030717376972285826,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2015-05-01,0.003951342150744908,0.003951342150744908,0.0,0,False,0.0,1.3994491568234626,-0.012255464099481084,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2015-06-01,-0.016294318741847436,-0.016294318741847436,0.0,0,False,0.0,1.4049788592646437,-0.008352547480609318,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2015-07-01,0.007481422056179965,0.007481422056179965,0.0,0,False,0.0,1.3820856859062285,-0.024510767151501245,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2015-08-01,-0.04087268443141199,-0.04087268443141199,0.0,0,False,0.0,1.395927400281512,-0.014741153389529638,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2015-09-01,0.008585267775259964,0.008585267775259964,0.0,0,False,0.0,1.3388721001606443,-0.055011327310296565,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2015-10-01,0.055268075975669545,0.055268075975669545,0.0,0,False,0.0,1.350366675657348,-0.04689834651066793,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2015-11-01,0.002987207741269504,0.002987207741269504,0.0,0,False,0.0,1.417862313210759,-0.004499567495453438,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2015-12-01,-0.0209074456162896,-0.0209074456162896,0.0,0,False,0.0,1.4220977624888367,-0.0015258008970386872,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2016-01-01,-0.011982913333498879,-0.011982913333498879,0.0,0,False,0.0,1.3973830079304153,-0.01887836653258146,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2016-02-01,0.010044876457329278,0.010044876457329278,0.0,0,False,0.0,1.3806382884526809,-0.030635062036042604,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2016-03-01,0.0,-0.002,0.5,3,True,0.002,1.391717616233462,-0.02285611517014352,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,-0.01973816779071651,-0.02173816779071651,0.5,3,True,0.002,1.3889341810009952,-0.024810402939803078,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2016-05-01,0.016604664132951252,0.016604664132951252,0.0,0,False,0.0,1.3566565060486333,-0.04747299794351212,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2016-06-01,-0.0032657485061517557,-0.0032657485061517557,0.0,0,False,0.0,1.379183331675354,-0.03165660699679729,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2016-07-01,0.03156166691726894,0.03156166691726894,0.0,0,False,0.0,1.3746792657702258,-0.03481897298593928,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2016-08-01,0.0054153792282689356,0.0054153792282689356,0.0,0,False,0.0,1.418066434874541,-0.004356250896454306,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2016-09-01,0.0056136410271411365,0.0056136410271411365,0.0,0,False,0.0,1.4257458023902658,-0.002471848648648689,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2016-10-01,-0.007431929766664769,-0.007431929766664769,0.0,0,False,0.0,1.4358731786381167,-0.0014629232360452438,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2016-11-01,-0.00018827261583926821,-0.00018827261583926821,0.0,0,False,0.0,1.4252018700206406,-0.010207317736148913,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2016-12-01,0.024637453611052452,0.024637453611052452,0.0,0,False,0.0,1.4249335435364725,-0.013710717873003153,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2017-01-01,0.014757193871600172,0.014757193871600172,0.0,0,False,0.0,1.4429817696265084,-0.015290019300464697,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2017-02-01,0.026158904665967177,0.026158904665967177,0.0,0,False,0.0,1.464276131354071,-0.002843983358784885,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2017-03-01,0.0014530188446764901,0.0014530188446764901,0.0,0,False,0.0,1.5025799910788138,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
2017-04-01,0.0129205823248836,0.0129205823248836,0.0,0,False,0.0,1.5055934135657316,-0.0010162732545946351,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
