date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_dbc.us,w_gld.us,w_hyg.us,w_ief.us,w_lqd.us,w_qqq.us,w_rsp.us,w_shy.us,w_spy.us,w_tlt.us,w_vnq.us,w_vwo.us,w_xle.us,w_xlp.us,w_xlv.us
2007-05-01,0.03388424146867544,0.030550908135342107,0.8333333333333333,4,True,0.0033333333333333327,0.9966666666666667,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.2777777777777778,0.2777777777777778
2007-06-01,-0.0019097893887951205,-0.0039097893887951206,0.5,5,True,0.002,1.028377084742452,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
2007-07-01,-0.0027254931158995728,-0.0042810486714551284,0.38888888888888884,6,True,0.0015555555555555553,1.0204906171689707,-0.007668848023248631,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.11111111111111112,0.0,0.0,0.0,0.0,0.0,0.11111111111111112,0.11111111111111112,0.0,0.0
2007-08-01,0.006306870120920658,0.005862425676476214,0.11111111111111112,2,True,0.00044444444444444447,1.0156745620644778,-0.022682095462318475,0.6666666666666666,0.11111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111111111112,0.11111111111111112,0.0,0.0
2007-09-01,0.05381408133900352,0.05203630356122574,0.4444444444444445,5,True,0.0017777777777777779,1.0171233937845563,-0.02128797845517716,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.22222222222222224,0.22222222222222224,0.0,0.0
2007-10-01,0.02456843020205006,0.02367954131316117,0.22222222222222224,2,True,0.0008888888888888889,1.069002358085075,0.0,0.3333333333333333,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22222222222222224,0.22222222222222224,0.0,0.0
2007-11-01,-0.012687795825294113,-0.013354462491960779,0.16666666666666669,4,True,0.0006666666666666668,1.0945358905269116,-0.018232788362773866,0.16666666666666666,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.2777777777777778,0.0,0.0
2007-12-01,0.005814064496371291,0.0033696200519268463,0.6111111111111112,5,True,0.002444444444444445,1.0766711972586223,-0.04206394628585308,0.6666666666666666,0.11111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111111111112,0.0,0.11111111111111112,0.0,0.0,0.0
2008-01-01,-0.007389564260198644,-0.008278453149087534,0.22222222222222224,4,True,0.0008888888888888889,1.0611136796346943,-0.05590578312164807,0.6666666666666666,0.11111111111111112,0.11111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111111111112,0.0,0.0
2008-02-01,0.0,-0.0013333333333333335,0.33333333333333337,4,True,0.0013333333333333335,1.050933154652609,-0.0649636012846192,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-01,0.0,0.0,0.0,0,False,0.0,1.050933154652609,-0.0649636012846192,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0,0,False,0.0,1.050933154652609,-0.0649636012846192,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-01,0.01319561884929601,0.012528952182629343,0.16666666666666663,4,True,0.0006666666666666665,1.0502325325495072,-0.06558695888376287,0.8333333333333334,0.055555555555555546,0.055555555555555546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055555555555555546,0.0,0.0
2008-06-01,0.0,-0.0006666666666666665,0.16666666666666663,4,True,0.0006666666666666665,1.0625214374879293,-0.054653272600379776,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-01,0.0,0.0,0.0,0,False,0.0,1.061813089862937,-0.05528350375197977,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-01,0.0,0.0,0.0,0,False,0.0,1.061813089862937,-0.05528350375197977,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-01,0.0,0.0,0.0,0,False,0.0,1.061813089862937,-0.05528350375197977,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-01,0.0,0.0,0.0,0,False,0.0,1.061813089862937,-0.05528350375197977,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0,0,False,0.0,1.061813089862937,-0.05528350375197977,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-01,0.0,0.0,0.0,0,False,0.0,1.061813089862937,-0.05528350375197977,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-01,0.0,0.0,0.0,0,False,0.0,1.0616802019195708,-0.05540173683221683,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-01,0.0,0.0,0.0,0,False,0.0,1.0616802019195708,-0.05540173683221683,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-01,0.0,0.0,0.0,0,False,0.0,1.0616802019195708,-0.05540173683221683,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-01,0.0,0.0,0.0,0,False,0.0,1.0616802019195708,-0.05540173683221683,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-01,0.0,0.0,0.0,0,False,0.0,1.0616802019195708,-0.05540173683221683,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-01,-0.005594405575700123,-0.006927738909033457,0.33333333333333337,4,True,0.0013333333333333335,1.0602646283170114,-0.056661201183107135,0.6666666666666666,0.0,0.11111111111111112,0.0,0.0,0.11111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111111111112,0.0,0.0,0.0
2009-07-01,0.0,-0.0013333333333333335,0.33333333333333337,4,True,0.0013333333333333335,1.0529273005313455,-0.06318936952429066,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-01,-0.004766218916565146,-0.00609955224989848,0.33333333333333337,4,True,0.0013333333333333335,1.0529273005313455,-0.06318936952429066,0.6666666666666666,0.0,0.11111111111111112,0.0,0.0,0.11111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111111111112,0.0,0.0,0.0
2009-09-01,0.02642729610810621,0.024649518330328433,0.4444444444444445,5,True,0.0017777777777777779,1.0446511416770898,-0.07055283477992602,0.3333333333333333,0.0,0.22222222222222224,0.0,0.0,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.22222222222222224,0.0,0.0,0.0,0.0
2009-10-01,0.024234891162499862,0.022679335606944306,0.3888888888888889,5,True,0.0015555555555555555,1.0705904891440627,-0.0474740747910829,0.16666666666666666,0.0,0.2777777777777778,0.2777777777777778,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-01,0.061557758762135886,0.060446647651024775,0.2777777777777778,2,True,0.0011111111111111111,1.094051958516806,-0.02659993285946538,0.16666666666666666,0.0,0.2777777777777778,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0
2009-12-01,-0.005999823619332786,-0.007110934730443897,0.2777777777777778,2,True,0.0011111111111111111,1.158819891445328,-0.001149297403212679,0.16666666666666666,0.2777777777777778,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0
2010-01-01,-0.044661881730334925,-0.045772992841446036,0.2777777777777778,2,True,0.0011111111111111111,1.1138203262682922,-0.04228343412305091,0.16666666666666666,0.2777777777777778,0.2777777777777778,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-01,0.014465281666665202,0.012020837222220757,0.6111111111111112,6,True,0.002444444444444445,1.0602945268382957,-0.08830750425980538,0.3333333333333333,0.0,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22222222222222224,0.22222222222222224,0.0,0.0,0.0
2010-03-01,0.03314049426785074,0.03158493871229519,0.3888888888888889,5,True,0.0015555555555555555,1.0739587805073618,-0.07655831833584759,0.16666666666666666,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.2777777777777778
2010-04-01,0.03168869930722018,0.03168869930722018,0.0,0,False,0.0,1.1095503053166744,-0.04595500457796187,0.16666666666666666,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.2777777777777778
2010-05-01,-0.044476977777713415,-0.04558808888882453,0.2777777777777778,2,True,0.0011111111111111111,1.131242087488355,-0.027303361544282256,0.16666666666666666,0.0,0.2777777777777778,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.0
2010-06-01,-0.002862920564307185,-0.004862920564307185,0.5,5,True,0.002,1.077567373693556,-0.0734554754513872,0.5,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0
2010-07-01,0.0,-0.0019999999999999996,0.49999999999999994,4,True,0.0019999999999999996,1.0723334191321825,-0.07795588262681452,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-01,0.02559790661341266,0.022931239946745993,0.6666666666666667,4,True,0.002666666666666667,1.0723334191321825,-0.07795588262681452,0.3333333333333333,0.0,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22222222222222224,0.22222222222222224,0.0,0.0,0.0,0.0
2010-09-01,0.0,-0.002666666666666667,0.6666666666666667,4,True,0.002666666666666667,1.0939252216794872,-0.05939020690784147,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-10-01,-0.007938198011527696,-0.011938198011527696,0.9999999999999999,4,True,0.003999999999999999,1.0895495207927692,-0.0631526460802102,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
2010-11-01,-0.010467931720842963,-0.010467931720842963,0.0,0,False,0.0,1.080900460953351,-0.07058952588220135,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
2010-12-01,0.018194434611975473,0.016416656834197695,0.44444444444444436,5,True,0.0017777777777777774,1.0676841830977641,-0.08195352054365213,0.16666666666666666,0.0,0.2777777777777778,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.0
2011-01-01,0.012901318342701959,0.011790207231590848,0.2777777777777778,2,True,0.0011111111111111111,1.0817373451935837,-0.06986993235199757,0.16666666666666666,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.2777777777777778,0.0,0.0
2011-02-01,0.03393582985575035,0.03393582985575035,0.0,0,False,0.0,1.0944757461770631,-0.058916839328874815,0.16666666666666666,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.2777777777777778,0.0,0.0
2011-03-01,0.014600755629260134,0.014600755629260134,0.0,0,False,0.0,1.1316176888805736,-0.026980401308227542,0.16666666666666666,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.2777777777777778,0.0,0.0
2011-04-01,0.036754420955851366,0.036754420955851366,0.0,0,False,0.0,1.148140162221667,-0.01277357992524819,0.16666666666666666,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.2777777777777778,0.0,0.0
2011-05-01,-0.01284246430635257,-0.014620242084130347,0.4444444444444444,5,True,0.0017777777777777779,1.1985142267748896,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
2011-06-01,-0.027323409501372686,-0.02865674283470602,0.3333333333333333,2,True,0.0013333333333333333,1.1794443299442963,-0.015911281155092327,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
2011-07-01,0.033486236201946254,0.03170845842416847,0.44444444444444436,5,True,0.0017777777777777774,1.1451783910628746,-0.04450162920096301,0.16666666666666666,0.0,0.2777777777777778,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.0
