date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_agg.us,w_efa.us,w_efv.us,w_gld.us,w_gsg.us,w_ief.us,w_ijh.us,w_ijr.us,w_lqd.us,w_mchi.us,w_mtum.us,w_qqq.us,w_shy.us,w_spy.us,w_tlt.us,w_vea.us,w_vnq.us,w_vtv.us,w_vwo.us
2007-07-01,0.0017588543418712854,0.0017588543418712854,0.0,0,False,0.0,1.0878453554470546,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-01,0.009759073340734892,0.007759073340734892,0.5,2,True,0.002,1.0875791995398194,-0.004373087572726586,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-01,0.06229818745425586,0.06029818745425586,0.5,2,True,0.002,1.1013843584375187,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2007-10-01,0.02508709467478276,0.02508709467478276,0.0,0,False,0.0,1.1676586104433273,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2007-11-01,-0.024940822506403726,-0.024940822506403726,0.0,0,False,0.0,1.196951772551344,-0.01827694428556781,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2007-12-01,0.0,-0.002,0.5,2,True,0.002,1.1658654217311955,-0.04377353321923605,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-01,0.013130649160060903,0.013130649160060903,0.0,0,False,0.0,1.1385344116609626,-0.06619004434124953,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-01,0.0017542956885355787,0.0017542956885355787,0.0,0,False,0.0,1.153484107577139,-0.053928513431322544,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-01,0.0018277773579610246,0.0018277773579610246,0.0,0,False,0.0,1.1587753334099284,-0.04958872421661675,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-01,-0.009381894744767583,-0.009381894744767583,0.0,0,False,0.0,1.160893316727299,-0.04785158400598888,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-01,-0.0011658544237329038,-0.003165854423732904,0.5,2,True,0.002,1.1477019339442198,-0.05867097114578923,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2008-06-01,-0.0011880070883098504,-0.0031880070883098504,0.5,2,True,0.002,1.149598399562671,-0.057115516644865805,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-01,0.0008144684647369838,0.0008144684647369838,0.0,0,False,0.0,1.1459362031782503,-0.060119198754360004,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-01,0.00846385492193591,0.006463854921935909,0.5,2,True,0.002,1.1445757930141829,-0.06123498809017136,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-01,-0.0016254359309036404,-0.0016254359309036404,0.0,0,False,0.0,1.1530574203897859,-0.0542784762777867,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-01,0.0028993178230227734,0.0008993178230227734,0.5,2,True,0.002,1.1488808330294331,-0.05770405465102724,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-01,0.0037738263595895605,0.0037738263595895605,0.0,0,False,0.0,1.1534446023652196,-0.05396091505204903,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-01,0.009431901086419003,0.007431901086419003,0.5,2,True,0.002,1.155481907005932,-0.052289946360438266,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-01,-0.008742571511026864,-0.010742571511026864,0.5,2,True,0.002,1.1679991477616292,-0.04202348105615694,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-01,-0.004020888663729294,-0.006020888663729294,0.5,2,True,0.002,1.1611078258131307,-0.047675646662438065,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-01,0.011254452643987056,0.011254452643987056,0.0,0,False,0.0,1.149932404370958,-0.05684157058577288,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-01,0.0767509037467482,0.0747509037467482,0.5,2,True,0.002,1.160548515631418,-0.04813438502874068,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2009-05-01,0.10157916575138526,0.10157916575138526,0.0,0,False,0.0,1.2496216630480763,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2009-06-01,0.011660742624603815,0.009660742624603815,0.5,2,True,0.002,1.373804074707188,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-01,0.016540801728086474,0.016540801728086474,0.0,0,False,0.0,1.3898236504389796,-0.0036559086165320887,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-01,-0.02919381963422324,-0.03119381963422324,0.5,2,True,0.002,1.422962452370819,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2009-09-01,0.01831002591307951,0.016310025913079507,0.5,2,True,0.002,1.3759005859002458,-0.033073161130965034,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-01,0.010073367356651763,0.008073367356651763,0.5,2,True,0.002,1.398291174559337,-0.02582463665874335,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2009-11-01,0.03911192934480301,0.03911192934480301,0.0,0,False,0.0,1.3989822676325123,-0.04774830652579942,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2009-12-01,0.013150449664831698,0.013150449664831698,0.0,0,False,0.0,1.4536991632387875,-0.010503905572167405,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2010-01-01,-0.0008231965063621449,-0.002823196506362145,0.5,2,True,0.002,1.3949032461137472,-0.05052479286077993,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-01,0.0025643852264524147,0.0005643852264524147,0.5,2,True,0.002,1.3881855217881598,-0.05509737716962826,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-01,0.04486120176084207,0.04286120176084207,0.5,2,True,0.002,1.3889618735033447,-0.05456893427751963,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2010-04-01,0.006421420405372191,0.004421420405372191,0.5,2,True,0.002,1.4483698276039978,-0.014131448966201332,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-01,-0.009146711324436896,-0.009146711324436896,0.0,0,False,0.0,1.4605275268529951,-0.005856011909947778,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-01,0.013043925776720311,0.011043925776720311,0.5,2,True,0.002,1.44427416617711,-0.01691926166396418,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-01,0.0018849716524135252,0.0018849716524135252,0.0,0,False,0.0,1.4631131712019592,-0.004096029480585184,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-01,-0.009317734423763213,-0.011317734423763213,0.5,2,True,0.002,1.4700437512769633,-0.00016426471638097961,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2010-09-01,0.0026636703455379385,0.0006636703455379384,0.5,2,True,0.002,1.450526714300303,-0.013438584612755378,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-10-01,0.01294403921930709,0.01094403921930709,0.5,2,True,0.002,1.4514816584160064,-0.012789088806083204,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2010-11-01,-0.004812089012759646,-0.004812089012759646,0.0,0,False,0.0,1.4702696939286477,-0.0016262883344635437,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2010-12-01,-0.0006000666164667212,-0.0026000666164667213,0.5,2,True,0.002,1.4602682360381227,-0.02686579158091451,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-01,-0.0001875028384945021,-0.0001875028384945021,0.0,0,False,0.0,1.4473146448606966,-0.035498166363529426,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-01,0.00024598697242605994,0.00024598697242605994,0.0,0,False,0.0,1.4470432692565909,-0.035679013195069165,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-01,-0.00037163783892590896,-0.002371637838925909,0.5,2,True,0.002,1.4445044246032661,-0.03737091918948798,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-01,0.011289147851420211,0.011289147851420211,0.0,0,False,0.0,1.443967592100588,-0.03772866858076751,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-05-01,-0.02566205815896322,-0.02766205815896322,0.5,2,True,0.002,1.4585709509481903,-0.027996875680185274,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-01,-0.007801275753281933,-0.009801275753281933,0.5,2,True,0.002,1.4154621388665534,-0.05672492624353109,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-01,-0.023279126505889813,-0.025279126505889815,0.5,2,True,0.002,1.4016108889461192,-0.06595550785469251,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-08-01,0.0255091194588718,0.023509119458871797,0.5,2,True,0.002,1.3662446465268097,-0.08952384925397339,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-01,0.011849269885926161,0.011849269885926161,0.0,0,False,0.0,1.4010963444251059,-0.06629840436013945,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-01,-0.005088918551482469,-0.005088918551482469,0.0,0,False,0.0,1.410993439691614,-0.05970290243101972,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-01,0.012181367492546391,0.010181367492546391,0.5,2,True,0.002,1.401005382982346,-0.06635902177919462,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2011-12-01,0.006902849837046143,0.004902849837046143,0.5,2,True,0.002,1.4152354013226667,-0.05687602592155161,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01,0.013177435746092647,0.011177435746092647,0.5,2,True,0.002,1.429574915397357,-0.04732006124752186,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-01,0.020545906168888517,0.018545906168888515,0.5,2,True,0.002,1.4426251884534624,-0.03862325690247781,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2012-03-01,0.01711091448690294,0.01511091448690294,0.5,2,True,0.002,1.4693206997518777,-0.02083315874475289,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2012-04-01,-0.00388553706855832,-0.00388553706855832,0.0,0,False,0.0,1.4888758905428756,-0.007801426189566918,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2012-05-01,0.019668672484354888,0.017668672484354886,0.5,2,True,0.002,1.4801246264635293,-0.013633337226423015,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-01,-0.0040411088103782244,-0.0040411088103782244,0.0,0,False,0.0,1.5092367129774686,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-01,0.0038361286876111844,0.0018361286876111844,0.5,2,True,0.002,1.4997376233421698,-0.0062939693645265304,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2012-08-01,-0.0009304427069373733,-0.0029304427069373733,0.5,2,True,0.002,1.4994748685867503,-0.0064680671406806,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-01,0.008038865385036953,0.008038865385036953,0.0,0,False,0.0,1.4999309047733327,-0.006165903681058182,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-01,-0.0007425142918269789,-0.002742514291826979,0.5,2,True,0.002,1.5089646701088546,-0.0007353204859179563,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2012-11-01,0.00859041371181235,0.00659041371181235,0.5,2,True,0.002,1.5048285537908863,-0.007779566947250349,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,0.023684404244860846,0.023684404244860846,0.0,0,False,0.0,1.5167942539683705,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01,-0.006703871500377823,-0.008703871500377823,0.5,2,True,0.002,1.5227725051740573,-0.011489975938346109,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2013-02-01,0.00045116735564876276,-0.0015488326443512373,0.5,2,True,0.002,1.5065198280952974,-0.022040425303305522,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-01,-0.0018982966023726178,-0.003898296602372618,0.5,2,True,0.002,1.5041851216210467,-0.023556003464322184,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-01,0.008228403532696382,0.006228403532696382,0.5,2,True,0.002,1.4983270726511029,-0.027358764617782527,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-01,-0.0080032436911249,-0.0120032436911249,1.0,7,True,0.004,1.5046132887791248,-0.023278058120355105,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.0
2013-06-01,-0.0033489773724335453,-0.006348977372433545,0.75,6,True,0.003,1.4867361148831484,-0.051040125000441416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.5,0.125,0.0,0.0,0.0,0.125,0.0
2013-07-01,0.0324435536387202,0.0324435536387202,0.0,0,False,0.0,1.4773117980677977,-0.05705551563871514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.5,0.125,0.0,0.0,0.0,0.125,0.0
2013-08-01,-0.022091919950445627,-0.022091919950445627,0.0,0,False,0.0,1.5252410426295246,-0.026463045682004305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.5,0.125,0.0,0.0,0.0,0.125,0.0
2013-09-01,0.028344606148594048,0.027844606148594048,0.125,2,True,0.0005,1.4913594283229894,-0.048089138002792464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.125,0.5,0.0,0.0,0.0,0.0,0.125,0.0
2013-10-01,0.0226472855567732,0.0196472855567732,0.75,6,True,0.003,1.5282660144081264,-0.024532254593953917,0.0,0.0,0.5,0.125,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0
2013-11-01,0.025353091758326396,0.022353091758326397,0.75,6,True,0.003,1.5581884599694094,-0.019427291862081475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.125,0.0,0.625,0.0,0.0,0.0,0.0,0.0
2013-12-01,0.008397644595828674,0.005897644595828673,0.625,4,True,0.0025,1.6034653194875854,-6.88054727931986e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.125,0.5,0.0,0.0,0.0,0.0,0.125,0.0
2014-01-01,-0.011624627977705665,-0.014124627977705665,0.625,4,True,0.0025,1.6020946459733667,-0.009959912353798672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.5,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.125,0.0
2014-02-01,0.03901347002178415,0.03851347002178415,0.125,2,True,0.0005,1.5933597400049633,-0.015357787624323271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.5,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0
2014-03-01,0.018729354459206538,0.016729354459206536,0.5,2,True,0.002,1.6577541654726256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.125,0.0,0.625,0.0,0.0,0.0,0.0,0.0
2014-04-01,-0.009807078525577453,-0.012307078525577454,0.625,4,True,0.0025,1.6812116621193443,-0.0014030757953369388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.5
